MIN=0	-1	-1
MAX=80	1	1
SCALE=80	0,5	0,5
DEC=2	3	3
DEF="Zeit" t / s	"Spannung" U_A1 / V	"Spannung" U_B1 / V
0	-0,0275	0,5625
0,05	-0,015	0,5475
0,1	0,002	0,523
0,15	0,035	0,489
0,2	0,076	0,4445
0,25	0,1255	0,3945
0,3	0,1815	0,3355
0,35	0,239	0,277
0,4	0,2945	0,217
0,45	0,3505	0,164
0,5	0,3985	0,1155
0,55	0,44	0,079
0,6	0,4695	0,0465
0,65	0,4875	0,0305
0,7	0,496	0,0225
0,75	0,4895	0,033
0,8	0,4695	0,051
0,85	0,4405	0,0825
0,9	0,4	0,1225
0,95	0,352	0,1725
1	0,296	0,2275
1,05	0,2365	0,285
1,1	0,177	0,3405
1,15	0,1205	0,397
1,2	0,0695	0,4435
1,25	0,03	0,485
1,3	-0,005	0,518
1,35	-0,029	0,541
1,4	-0,042	0,5475
1,45	-0,0425	0,544
1,5	-0,028	0,526
1,55	0,0015	0,5005
1,6	0,037	0,46
1,65	0,082	0,4125
1,7	0,1345	0,3575
1,75	0,1955	0,307
1,8	0,254	0,249
1,85	0,314	0,1955
1,9	0,367	0,1445
1,95	0,416	0,1015
2	0,455	0,067
2,05	0,486	0,0455
2,1	0,5025	0,0365
2,15	0,5065	0,04
2,2	0,496	0,0485
2,25	0,4745	0,073
2,3	0,439	0,111
2,35	0,396	0,1555
2,4	0,345	0,207
2,45	0,289	0,261
2,5	0,228	0,315
2,55	0,171	0,3755
2,6	0,115	0,424
2,65	0,065	0,4685
2,7	0,0205	0,5045
2,75	-0,0125	0,53
2,8	-0,031	0,546
2,85	-0,0385	0,5485
2,9	-0,034	0,5375
2,95	-0,0175	0,516
3	0,0085	0,4795
3,05	0,049	0,4375
3,1	0,0965	0,3855
3,15	0,1455	0,33
3,2	0,203	0,27
3,25	0,263	0,214
3,3	0,319	0,1625
3,35	0,3725	0,1135
3,4	0,418	0,0745
3,45	0,455	0,048
3,5	0,4755	0,0305
3,55	0,4875	0,026
3,6	0,488	0,0305
3,65	0,4785	0,052
3,7	0,4545	0,085
3,75	0,4195	0,1265
3,8	0,3755	0,1755
3,85	0,325	0,229
3,9	0,273	0,2865
3,95	0,2125	0,346
4	0,157	0,403
4,05	0,1055	0,4545
4,1	0,0595	0,4975
4,15	0,021	0,531
4,2	-0,005	0,552
4,25	-0,0215	0,5625
4,3	-0,025	0,5585
4,35	-0,0175	0,544
4,4	0,005	0,516
4,45	0,033	0,4765
4,5	0,075	0,43
4,55	0,1225	0,374
4,6	0,1755	0,3135
4,65	0,228	0,254
4,7	0,2885	0,1995
4,75	0,3385	0,144
4,8	0,387	0,098
4,85	0,4275	0,059
4,9	0,4575	0,032
4,95	0,476	0,0175
5	0,4835	0,016
5,05	0,4785	0,0235
5,1	0,4605	0,0495
5,15	0,4295	0,0845
5,2	0,3915	0,1305
5,25	0,3415	0,1815
5,3	0,288	0,2385
5,35	0,2305	0,293
5,4	0,1755	0,352
5,45	0,121	0,4075
