MIN=0	-1	-1
MAX=80	1	1
SCALE=80	0,5	0,5
DEC=2	3	3
DEF="Zeit" t / s	"Spannung" U_A1 / V	"Spannung" U_B1 / V
0	0,435	0,4855
0,05	0,3695	0,4225
0,1	0,304	0,3525
0,15	0,2345	0,283
0,2	0,165	0,2145
0,25	0,098	0,1435
0,3	0,0325	0,0835
0,35	-0,0255	0,019
0,4	-0,076	-0,0325
0,45	-0,118	-0,077
0,5	-0,1505	-0,108
0,55	-0,1765	-0,1305
0,6	-0,1905	-0,1415
0,65	-0,192	-0,141
0,7	-0,183	-0,127
0,75	-0,1635	-0,1055
0,8	-0,131	-0,0685
0,85	-0,093	-0,023
0,9	-0,045	0,03
0,95	0,012	0,0905
1	0,075	0,1585
1,05	0,14	0,227
1,1	0,208	0,2965
1,15	0,2755	0,3635
1,2	0,3445	0,4335
1,25	0,4085	0,4955
1,3	0,469	0,5525
1,35	0,524	0,6065
1,4	0,57	0,6505
1,45	0,604	0,6835
1,5	0,631	0,708
1,55	0,644	0,719
1,6	0,651	0,7185
1,65	0,6445	0,706
1,7	0,6285	0,6825
1,75	0,5995	0,646
1,8	0,5625	0,604
1,85	0,5155	0,553
1,9	0,463	0,497
1,95	0,4005	0,4315
2	0,337	0,362
2,05	0,267	0,2895
2,1	0,198	0,2215
2,15	0,1315	0,1535
2,2	0,065	0,086
2,25	0,002	0,026
2,3	-0,054	-0,023
2,35	-0,101	-0,0675
2,4	-0,1415	-0,1
2,45	-0,17	-0,1255
2,5	-0,1865	-0,1345
2,55	-0,1965	-0,138
2,6	-0,195	-0,124
2,65	-0,1805	-0,1025
2,7	-0,1545	-0,0685
2,75	-0,117	-0,0265
2,8	-0,0695	0,026
2,85	-0,014	0,081
2,9	0,0465	0,144
2,95	0,11	0,2105
3	0,179	0,2805
3,05	0,251	0,3495
3,1	0,324	0,415
3,15	0,3905	0,4795
3,2	0,4565	0,5395
3,25	0,5135	0,5925
3,3	0,562	0,635
3,35	0,602	0,6705
3,4	0,635	0,693
3,45	0,6535	0,7075
3,5	0,662	0,709
3,55	0,6585	0,7
3,6	0,645	0,6815
3,65	0,619	0,654
3,7	0,582	0,6115
3,75	0,5355	0,563
3,8	0,4835	0,51
3,85	0,4215	0,447
3,9	0,3545	0,384
3,95	0,286	0,316
4	0,211	0,25
4,05	0,142	0,1815
4,1	0,0735	0,121
4,15	0,0105	0,06
4,2	-0,0445	0,0095
4,25	-0,0945	-0,0395
4,3	-0,138	-0,0765
4,35	-0,1705	-0,1035
4,4	-0,192	-0,12
4,45	-0,2005	-0,1295
4,5	-0,1975	-0,124
4,55	-0,183	-0,107
4,6	-0,1585	-0,0805
4,65	-0,123	-0,045
4,7	-0,079	0,0005
4,75	-0,023	0,0545
4,8	0,034	0,1145
4,85	0,0995	0,1775
4,9	0,168	0,2455
4,95	0,2415	0,312
5	0,3115	0,382
5,05	0,381	0,449
5,1	0,441	0,511
5,15	0,4995	0,5685
5,2	0,552	0,6155
5,25	0,594	0,653
5,3	0,626	0,6835
